GroupFCSN/FCSFat,FCSFat
GroupHouseholdInfo/HHSizeF,HHSizeF
GroupMDDI/Food_SRf1,Food_SRf1
GroupLCSI/LhCSIBegged,LhCSIBegged
GroupHouseholdInfo/HHHSex,HHHSex
GroupIntro/CallBackDate,CallBackDate
GroupMDDI/HHIllNb,HHIllNb
GroupLivelihoods/HHIncRedWhy,HHIncRedWhy
GroupEnd/FreeResp,FreeResp
GroupHouseholdInfo/HHDisabledType,HHDisabledType
GroupHouseholdInfo/HHBreastfedF,HHBreastfedF
GroupLivelihoods/HHFarmSellChall,HHFarmSellChall
GroupLivelihoods/HHFarmInputChall,HHFarmInputChall
GroupDeb/HHDebtPaidWhen,HHDebtPaidWhen
GroupDeb/HHBorrowWhy,HHBorrowWhy
GroupEnd/HHRecommendations,HHRecommendations
GroupMDDI/FoodConstr,FoodConstr
GroupMDDI/RESPWorryRsns_oth,RESPWorryRsns_oth
GroupMDDI/HHENHealthMedPrb,HHENHealthMedPrb
GroupHouseholdInfo/HHBreastfedM,HHBreastfedM
GroupLivelihoods/HHIncIncrWhy,HHIncIncrWhy
GroupMDDI/HWaterConstr,HWaterConstr
GroupMDDI/HHSchoolSituation_oth,HHSchoolSituation_oth
GroupLivelihoods/HHIncRedWhy_oth,HHIncRedWhy_oth
GroupMDDI/HHENHealthMedPrb_oth,HHENHealthMedPrb_oth
GroupDeb/HHBorrowWhy_oth,HHBorrowWhy_oth
GroupHouseholdInfo/HHSize2554Oth,HHSize2554Oth
GroupHouseholdInfo/HHSize1524Oth,HHSize1524Oth
GroupHouseholdInfo/HHSize5564Oth,HHSize5564Oth
GroupHouseholdInfo/HHSize0514Oth,HHSize0514Oth
GroupHouseholdInfo/HHSize65aboveOth,HHSize65aboveOth
